merchant_id,bucket,txn_count,mean_proba,mean_amount,new_cust_ratio,mismatch_ratio,n_merchants,n_customers,n_devices,count_z,proba_z,amount_z,history_buckets,has_baseline,spike_score,is_spike_bucket,detection_basis,ring_evidence,axis,device_id,ip_address
mch_0000,2026-08-06 11:45:00,1,0.028062958,1608.31,1.0,1.0,1,1,1,-0.34226097716366094,-0.24451067561158002,0.2585095347391917,42.0,1,-0.24451067561158002,0,,0.4835,merchant_id,,
mch_0000,2026-08-06 15:15:00,1,0.010709579,1707.15,0.0,0.0,1,1,1,-0.3378825660098113,-0.3599035810848266,0.39973816473967444,43.0,1,-0.3378825660098113,0,,0.0306,merchant_id,,
mch_0000,2026-08-06 17:00:00,1,0.00979761,1229.06,0.0,0.0,1,1,1,-0.33366839112911134,-0.3616354757924904,-0.31079323353514077,44.0,1,-0.33366839112911134,0,,0.011,merchant_id,,
mch_0000,2026-08-06 18:15:00,1,0.049915813,987.64,0.0,0.0,1,1,1,-0.32960841424179216,-0.07793299055733009,-0.6669580078453466,45.0,1,-0.07793299055733009,0,,0.0559,merchant_id,,
mch_0000,2026-08-06 19:45:00,1,0.037691366,1222.29,0.0,1.0,1,1,1,-0.3256934370867328,-0.16313304062712236,-0.30457371260585336,46.0,1,-0.16313304062712236,0,,0.3022,merchant_id,,
mch_0000,2026-08-06 20:00:00,1,0.01116712,1407.39,0.0,0.0,1,1,1,-0.3219150130113075,-0.350070599608908,-0.020613463886291775,47.0,1,-0.3219150130113075,0,,0.0125,merchant_id,,
mch_0000,2026-08-06 20:15:00,1,0.03282224,847.84,0.0,1.0,1,1,1,-0.3182653696897353,-0.19051702543012172,-0.8774152229832585,48.0,1,-0.19051702543012172,0,,0.2968,merchant_id,,
mch_0000,2026-08-06 21:00:00,1,0.013796838,1251.08,1.0,0.0,1,1,1,-0.3147373413495059,-0.32655621138179625,-0.24252375639571414,49.0,1,-0.3147373413495059,0,,0.1955,merchant_id,,
mch_0000,2026-08-07 04:00:00,1,0.0074449824,1160.15,0.0,0.0,1,1,1,-0.3113243091520324,-0.3694978078391826,-0.38098200771551993,50.0,1,-0.3113243091520324,0,,0.0083,merchant_id,,
mch_0000,2026-08-07 07:30:00,1,0.060170837,1280.78,0.0,0.0,1,1,1,-0.3080201485915701,0.02401040949486869,-0.18809145830986185,51.0,1,0.02401040949486869,0,,0.0674,merchant_id,,
mch_0000,2026-08-07 09:45:00,1,0.002581427,1065.78,0.0,0.0,1,1,1,-0.30481918295538635,-0.4058124664419353,-0.5257342354525915,52.0,1,-0.30481918295538635,0,,0.0029,merchant_id,,
mch_0000,2026-08-07 10:30:00,1,0.40307388,1869.23,0.0,0.0,1,1,1,-0.3017161420358013,2.610497848049011,0.7581794583434048,53.0,1,2.610497848049011,0,,0.3154,merchant_id,,
mch_0000,2026-08-07 11:15:00,1,0.014894822,813.62,1.0,0.0,1,1,1,-0.2987061254070296,-0.3393947681530118,-0.9383594403721824,54.0,1,-0.2987061254070296,0,,0.1967,merchant_id,,
mch_0000,2026-08-07 11:45:00,1,0.0022027357,750.49,1.0,0.0,1,1,1,-0.2957845696815176,-0.4274557642144492,-1.023387778099017,55.0,1,-0.2957845696815176,0,,0.1825,merchant_id,,
mch_0000,2026-08-07 12:45:00,1,0.013859926,2283.35,0.0,0.0,1,1,1,-0.29294721924547545,-0.3383524530668606,1.4452277700567768,56.0,1,-0.29294721924547545,0,,0.083,merchant_id,,
mch_0000,2026-08-07 15:00:00,1,0.0024816876,667.58,0.0,1.0,1,1,1,-0.290190100044556,-0.4183568068598507,-1.1519571864640812,57.0,1,-0.290190100044556,0,,0.2628,merchant_id,,
mch_0000,2026-08-07 16:45:00,1,0.0069827917,620.56,0.0,1.0,1,1,1,-0.2875094960506028,-0.38097849045891646,-1.2033491246942944,58.0,1,-0.2875094960506028,0,,0.2678,merchant_id,,
mch_0000,2026-08-07 19:15:00,1,0.026791615,1556.58,0.0,0.0,1,1,1,-0.28490192809102566,-0.23018839683380074,0.2942847808831232,59.0,1,-0.23018839683380074,0,,0.0437,merchant_id,,
mch_0000,2026-08-07 21:15:00,1,0.004309725,1589.62,1.0,0.0,1,1,1,-0.2823641347652479,-0.3965364526164259,0.3440503477318903,60.0,1,-0.2823641347652479,0,,0.2009,merchant_id,,
mch_0000,2026-08-08 00:30:00,1,0.00069121504,543.11,0.0,0.0,1,1,1,-0.2798930552091358,-0.42010105937817527,-1.3311579983595507,61.0,1,-0.2798930552091358,0,,0.0008,merchant_id,,
mch_0000,2026-08-08 06:15:00,1,0.014625611,1244.56,0.0,0.0,1,1,1,-0.2774858134993992,-0.3103511121073156,-0.18778744747610038,62.0,1,-0.2774858134993992,0,,0.0164,merchant_id,,
mch_0000,2026-08-08 11:30:00,2,0.02100855835,1764.785,0.5,0.0,1,2,2,1.1693437441952481,-0.25885641577875684,0.6464288297902856,63.0,1,1.1693437441952481,0,,0.171,merchant_id,,
mch_0000,2026-08-08 14:00:00,1,0.0025682943,725.95,0.0,0.0,1,1,1,-0.2926082819117129,-0.3988278790432688,-1.0312984163350196,64.0,1,-0.2926082819117129,0,,0.0029,merchant_id,,
mch_0000,2026-08-08 14:45:00,1,0.0028079946,773.56,1.0,0.0,1,1,1,-0.2901900789919839,-0.39344582486654617,-0.9385213171791523,65.0,1,-0.2901900789919839,0,,0.1831,merchant_id,,
mch_0000,2026-08-08 15:00:00,1,0.015178831,1179.27,1.0,0.0,1,1,1,-0.28783092928903625,-0.29343626497926684,-0.27236999969238795,66.0,1,-0.28783092928903625,0,,0.197,merchant_id,,
mch_0000,2026-08-08 15:15:00,2,0.016052957649999998,1831.775,0.0,0.0,1,2,2,1.1860413166583914,-0.2842082042580535,0.7872644726766131,67.0,1,1.1860413166583914,0,,0.0824,merchant_id,,
mch_0000,2026-08-08 17:00:00,2,0.3526927835,3637.1850000000004,0.0,0.0,1,1,1,1.1652476503479037,2.3835167009329252,3.7124022291811447,68.0,1,2.3835167009329252,0,,0.4472,merchant_id,,
mch_0000,2026-08-08 18:00:00,1,0.014507507,5010.6,0.0,0.0,1,1,1,-0.3181987556334327,-0.31816966532491053,5.411487284269482,69.0,1,-0.31816966532491053,0,,0.1562,merchant_id,,
mch_0000,2026-08-08 18:15:00,1,0.0074613704,622.23,1.0,1.0,1,1,1,-0.3157193041097136,-0.37004097566393224,-1.0280278593037937,70.0,1,-0.3157193041097136,0,,0.4484,merchant_id,,
mch_0000,2026-08-09 01:45:00,1,0.029905489,911.24,0.0,0.0,1,1,1,-0.3132970034742778,-0.1929015416826073,-0.6491556285855005,71.0,1,-0.1929015416826073,0,,0.0335,merchant_id,,
mch_0000,2026-08-09 03:15:00,1,0.004669546,755.22,0.0,0.0,1,1,1,-0.3109296887365416,-0.3887403735311349,-0.8401557305537616,72.0,1,-0.3109296887365416,0,,0.0052,merchant_id,,
mch_0000,2026-08-09 06:15:00,1,0.0026733417,177.29,1.0,0.0,1,1,1,-0.3086153081371242,-0.4013941535460432,-1.5630284322823391,73.0,1,-0.3086153081371242,0,,0.183,merchant_id,,
mch_0000,2026-08-09 10:15:00,1,0.003469815,676.41,0.0,0.0,1,1,1,-0.3063519156384314,-0.3919730537840056,-0.9005285256535482,74.0,1,-0.3063519156384314,0,,0.0039,merchant_id,,
mch_0000,2026-08-09 11:15:00,1,0.13579163,947.74,0.0,0.0,1,1,1,-0.3041376640156142,0.6633477971503854,-0.5485788449696465,75.0,1,0.6633477971503854,0,,0.1521,merchant_id,,
mch_0000,2026-08-09 14:30:00,1,0.013129115,1641.64,0.0,0.0,1,1,1,-0.30197079849194347,-0.3221098151699992,0.332646917571624,76.0,1,-0.30197079849194347,0,,0.0302,merchant_id,,
mch_0000,2026-08-09 17:30:00,2,0.0463757215,4419.7,0.5,0.0,1,2,2,1.2393785569234674,-0.0528324859685678,3.860375890368265,77.0,1,1.2393785569234674,0,,0.3109,merchant_id,,
mch_0000,2026-08-09 19:15:00,1,0.0013818035,782.17,0.0,0.0,1,1,1,-0.3146857250305085,-0.4161845283287082,-0.7475295515120723,78.0,1,-0.3146857250305085,0,,0.0015,merchant_id,,
mch_0000,2026-08-09 20:00:00,1,0.005540175,2112.17,0.0,0.0,1,1,1,-0.3125150467066456,-0.3793251150363391,0.8213815046895364,79.0,1,-0.3125150467066456,0,,0.0445,merchant_id,,
mch_0000,2026-08-10 04:30:00,1,0.009880383,1335.57,0.0,0.0,1,1,1,-0.31038873108059245,-0.34117101887094553,-0.10092025108322818,80.0,1,-0.31038873108059245,0,,0.0111,merchant_id,,
mch_0000,2026-08-10 08:30:00,1,0.0017901157,277.17,0.0,0.0,1,1,1,-0.3083052857396528,-0.4053115052460551,-1.3533953753956278,81.0,1,-0.3083052857396528,0,,0.002,merchant_id,,
mch_0000,2026-08-10 13:15:00,1,0.6375021,3919.52,0.0,0.0,1,1,1,-0.30626328769494066,4.848039881370158,2.9607351311114694,82.0,1,4.848039881370158,0,,0.4182,merchant_id,,
mch_0000,2026-08-10 17:00:00,2,0.07263493725,1614.415,0.5,0.0,1,2,2,1.2740945257354932,0.11021920437383832,0.20030762840702437,83.0,1,1.2740945257354932,0,,0.2104,merchant_id,,
mch_0000,2026-08-10 18:00:00,1,0.0031903489,659.8,0.0,0.0,1,1,1,-0.3182732241465695,-0.40224907977192853,-0.8827010899670463,84.0,1,-0.3182732241465695,0,,0.0036,merchant_id,,
mch_0000,2026-08-10 21:00:00,1,0.0690841,1998.22,1.0,0.0,1,1,1,-0.3162272660176284,0.08856759033187481,0.6452784748461986,85.0,1,0.08856759033187481,0,,0.2875,merchant_id,,
mch_0000,2026-08-11 13:15:00,1,0.038896073,6816.54,0.0,0.0,1,1,1,-0.3142203090552807,-0.1368717715067564,6.126678399912919,86.0,1,-0.1368717715067564,0,,0.1836,merchant_id,,
mch_0000,2026-08-11 18:15:00,1,0.005546152,1375.07,0.0,0.0,1,1,1,-0.3122511284217761,-0.385991007017065,-0.11750633399953142,87.0,1,-0.3122511284217761,0,,0.0062,merchant_id,,
mch_0000,2026-08-11 18:30:00,1,0.014184236,1128.63,1.0,0.0,1,1,1,-0.310318552513647,-0.3184380407185967,-0.3536912336296873,88.0,1,-0.310318552513647,0,,0.1959,merchant_id,,
mch_0000,2026-08-12 06:15:00,1,0.0064446824,1341.17,0.0,0.0,1,1,1,-0.308421460021021,-0.37506647914127833,-0.14617241888692628,89.0,1,-0.308421460021021,0,,0.0072,merchant_id,,
mch_0000,2026-08-12 08:00:00,1,0.022255894,3471.25,1.0,0.0,1,1,1,-0.30655877718320795,-0.2524403854790339,1.9235709668345737,90.0,1,-0.2524403854790339,0,,0.2947,merchant_id,,
mch_0000,2026-08-12 09:15:00,1,0.12674327,2908.02,1.0,1.0,1,1,1,-0.3047294752252665,0.5479611396641348,1.3357821449301905,91.0,1,0.5479611396641348,0,,0.6443,merchant_id,,
mch_0000,2026-08-12 12:00:00,1,0.065645464,1891.67,0.0,0.0,1,1,1,-0.3029325679615949,0.07512627850446592,0.3469091699074698,92.0,1,0.07512627850446592,0,,0.0897,merchant_id,,
mch_0000,2026-08-12 13:15:00,1,0.015168706,911.48,0.0,0.0,1,1,1,-0.3011671095538331,-0.31484544548270677,-0.5940377762031747,93.0,1,-0.3011671095538331,0,,0.017,merchant_id,,
mch_0000,2026-08-12 15:30:00,1,0.0015823143,710.01,0.0,0.0,1,1,1,-0.2994321924114565,-0.4183866070955188,-0.7834419131221131,94.0,1,-0.2994321924114565,0,,0.0018,merchant_id,,
mch_0000,2026-08-12 17:45:00,1,0.008526966,3353.89,0.0,0.0,1,1,1,-0.2977269452244511,-0.3617176720760136,1.769845561771087,95.0,1,-0.2977269452244511,0,,0.0921,merchant_id,,
mch_0000,2026-08-12 18:00:00,2,0.007959941600000001,678.44,0.0,0.0,1,1,1,1.3757642328440984,-0.36403853426233734,-0.8166884353261741,96.0,1,1.3757642328440984,0,,0.041,merchant_id,,
mch_0000,2026-08-12 18:15:00,2,0.49223121999999997,3533.1600000000003,0.0,0.0,1,1,1,1.3554305293475388,3.4451284940944347,1.9149831602635883,97.0,1,3.4451284940944347,0,,0.401,merchant_id,,
mch_0000,2026-08-12 19:15:00,1,0.005118287,2449.55,0.0,0.0,1,1,1,-0.32131049474137596,-0.39795272614235777,0.8497495794447458,98.0,1,-0.32131049474137596,0,,0.0454,merchant_id,,
mch_0000,2026-08-13 07:45:00,1,0.031761665,1586.73,0.0,0.0,1,1,1,-0.31953195477024376,-0.19604466112748373,0.028630724858465864,99.0,1,-0.19604466112748373,0,,0.0369,merchant_id,,
mch_0000,2026-08-13 09:15:00,2,0.143806445,960.0699999999999,0.0,0.0,1,1,1,1.354757638870418,0.6484372940119957,-0.5655465187064295,100.0,1,1.354757638870418,0,,0.1927,merchant_id,,
mch_0000,2026-08-13 10:00:00,5,0.23984959188000002,2058.4900000000002,0.0,0.0,1,1,1,6.333140490057563,1.369029667127636,0.48294027956870933,101.0,1,6.333140490057563,1,prior_baseline_zscore,0.4312,merchant_id,,
mch_0000,2026-08-13 10:15:00,4,0.550729285,1306.17,0.0,0.0,1,1,1,3.9155843742434833,3.6871753969362357,-0.23830557461858104,102.0,1,3.9155843742434833,0,,0.3714,merchant_id,,
mch_0000,2026-08-13 11:00:00,1,0.13778609,1744.47,0.0,0.0,1,1,1,-0.34785883396776096,0.5161373808692081,0.18336296021866114,103.0,1,0.5161373808692081,0,,0.1629,merchant_id,,
mch_0000,2026-08-13 11:15:00,2,0.0510263295,897.305,0.0,0.0,1,1,1,0.986727937885426,-0.10494867157446322,-0.6340546497911697,104.0,1,0.986727937885426,0,,0.0802,merchant_id,,
mch_0000,2026-08-13 12:30:00,1,0.041576196,1721.04,0.0,0.0,1,1,1,-0.35545382714215795,-0.17207942056219308,0.1663965939091083,105.0,1,-0.17207942056219308,0,,0.0543,merchant_id,,
mch_0000,2026-08-13 13:00:00,1,0.03701826,4583.12,1.0,0.0,1,1,1,-0.3535765414484197,-0.20402133270555367,2.9450377002607833,106.0,1,-0.20402133270555367,0,,0.3589,merchant_id,,
mch_0000,2026-08-13 13:45:00,1,0.008637973,2119.79,0.0,0.0,1,1,1,-0.35172872334928884,-0.4080205181803766,0.5074499051625552,107.0,1,-0.35172872334928884,0,,0.0334,merchant_id,,
mch_0000,2026-08-13 14:00:00,1,0.014112061,1734.99,0.0,0.0,1,1,1,-0.34990960913575775,-0.36613571441901294,0.14226193708384924,108.0,1,-0.34990960913575775,0,,0.0224,merchant_id,,
mch_0000,2026-08-13 16:30:00,1,0.013343077,1717.29,0.0,0.0,1,1,1,-0.34811846254876766,-0.3698404788618026,0.12486186726208072,109.0,1,-0.34811846254876766,0,,0.0208,merchant_id,,
mch_0000,2026-08-13 17:15:00,1,0.037417367,1471.31,0.0,0.0,1,1,1,-0.34635457352262367,-0.19196925260507058,-0.10939031207516785,110.0,1,-0.19196925260507058,0,,0.0419,merchant_id,,
mch_0000,2026-08-13 18:15:00,1,0.011327571,917.56,0.0,0.0,1,1,1,-0.344617256998054,-0.3826224537959029,-0.6373333975006166,111.0,1,-0.344617256998054,0,,0.0127,merchant_id,,
mch_0000,2026-08-13 18:45:00,1,0.07890602,2073.37,0.0,0.0,1,1,1,-0.3429058518003941,0.11738885612769148,0.4726091722644315,112.0,1,0.11738885612769148,0,,0.1104,merchant_id,,
mch_0000,2026-08-13 19:45:00,1,0.0040829866,2140.62,0.0,0.0,1,1,1,-0.3412197195787118,-0.4370361696552394,0.5346378603792104,113.0,1,-0.3412197195787118,0,,0.0295,merchant_id,,
mch_0000,2026-08-14 08:30:00,1,0.008465485,1298.71,0.0,0.0,1,1,1,-0.33955824380199723,-0.4022049580080805,-0.2793517541184914,114.0,1,-0.33955824380199723,0,,0.0095,merchant_id,,
mch_0000,2026-08-14 09:15:00,1,0.011734621,1447.58,1.0,0.0,1,1,1,-0.3379208288088221,-0.37580589358754934,-0.1340639142081187,115.0,1,-0.3379208288088221,0,,0.1931,merchant_id,,
mch_0000,2026-08-14 12:30:00,1,0.0216107,1100.1,0.0,0.0,1,1,1,-0.33630689890713755,-0.3000438921595077,-0.47100440027388707,116.0,1,-0.3000438921595077,0,,0.0242,merchant_id,,
mch_0000,2026-08-14 13:30:00,1,0.014063271,1842.86,0.0,0.0,1,1,1,-0.3347158975211033,-0.3553702743167881,0.2553618612773285,117.0,1,-0.3347158975211033,0,,0.0277,merchant_id,,
mch_0000,2026-08-14 14:00:00,1,0.0022802372,736.91,0.0,0.0,1,1,1,-0.33314728638208035,-0.442561388757926,-0.8280143443373251,118.0,1,-0.33314728638208035,0,,0.0026,merchant_id,,
mch_0000,2026-08-14 15:30:00,1,0.066020705,1429.51,0.0,0.0,1,1,1,-0.3316005447611019,0.04208850350316453,-0.14350547965602262,119.0,1,0.04208850350316453,0,,0.0739,merchant_id,,
mch_0000,2026-08-14 16:15:00,1,0.00796702,1282.43,0.0,0.0,1,1,1,-0.330075168740334,-0.39933567935018505,-0.287617011998502,120.0,1,-0.330075168740334,0,,0.0089,merchant_id,,
mch_0000,2026-08-14 19:15:00,1,0.006384151,2982.01,0.0,0.0,1,1,1,-0.32857067052120537,-0.4095052596421663,1.392382283611804,121.0,1,-0.32857067052120537,0,,0.0721,merchant_id,,
mch_0000,2026-08-14 19:30:00,1,0.0023545297,660.53,0.0,0.0,1,1,1,-0.32708657776704414,-0.43839752614897537,-0.9085590650044608,122.0,1,-0.32708657776704414,0,,0.0026,merchant_id,,
mch_0000,2026-08-14 20:45:00,1,0.011906554,1494.92,1.0,0.0,1,1,1,-0.3256224329782017,-0.36292863716478535,-0.08020811666062277,123.0,1,-0.3256224329782017,0,,0.1933,merchant_id,,
mch_0000,2026-08-14 22:45:00,1,0.0059027583,2100.7,1.0,0.0,1,1,1,-0.3241777928977888,-0.4075504147925114,0.519058730483214,124.0,1,-0.3241777928977888,0,,0.2108,merchant_id,,
mch_0001,2026-08-01 00:00:00,1,0.0011752823,210.78,0.0,0.0,1,1,1,,,,0.0,0,0.0,0,,0.0013,merchant_id,,
mch_0001,2026-08-01 00:15:00,1,0.00037310706,105.06,0.0,0.0,1,1,1,,,,1.0,0,0.0,0,,0.0004,merchant_id,,
mch_0001,2026-08-01 02:30:00,1,0.005316629,172.43,0.0,0.0,1,1,1,,,,2.0,0,0.0,0,,0.006,merchant_id,,
mch_0001,2026-08-01 07:45:00,1,0.000924856,61.33,0.0,0.0,1,1,1,,,,3.0,0,0.0,0,,0.001,merchant_id,,
mch_0001,2026-08-01 08:00:00,1,0.0022699481,163.89,0.0,0.0,1,1,1,,,,4.0,0,0.0,0,,0.0025,merchant_id,,
mch_0001,2026-08-01 10:30:00,2,0.041842674350000005,1246.25,0.0,0.5,1,2,2,,,,5.0,0,0.0,0,,0.1769,merchant_id,,
mch_0001,2026-08-01 15:45:00,1,0.020098535,158.63,0.0,1.0,1,1,1,,,,6.0,0,0.0,0,,0.2825,merchant_id,,
mch_0001,2026-08-01 19:45:00,2,0.002210747165,67.28,0.5,0.0,1,2,2,,,,7.0,0,0.0,0,,0.0925,merchant_id,,
