payment_id,customer_id,merchant_id,merchant_category,merchant_risk_tier,timestamp,amount_inr,method,device_id,ip_address,is_new_customer,billing_shipping_mismatch,customer_txn_count_24h,device_txn_count_1h,ip_txn_count_1h,is_fraud,spike_event_id,split,proba,pred
pay_0dfe523e200b42,cust_003945,mch_0084,utilities,low,2026-08-01 00:11:55.000000000,661.15,card,dev_bac4d84a47,197.144.193.99,0,0,1,0,0,0,,train,0.0012438631,0
pay_ea95dc4c44794f,cust_006259,mch_0023,utilities,low,2026-08-01 00:13:11.000000000,742.73,card,dev_8c8526185f,105.28.124.118,0,0,1,0,0,0,,train,0.0015911199,0
pay_ee1b6c55e3454e,cust_007293,mch_0054,travel,high,2026-08-01 00:14:26.000000000,401.17,card,dev_221f2da828,47.200.33.176,0,0,1,0,0,0,,train,0.0014142811,0
pay_c0a5ebbc33be44,cust_007024,mch_0013,utilities,low,2026-08-01 00:16:28.000000000,1217.39,card,dev_b8c96b296c,97.31.249.30,0,0,1,0,0,0,,train,0.0020442156,0
pay_0653b7e8c0aa4b,cust_004758,mch_0063,gaming,medium,2026-08-01 00:18:24.000000000,679.32,upi,dev_9e69966227,179.45.107.30,1,0,1,0,0,0,,train,0.008395477,0
pay_f0f3a696bf034d,cust_000818,mch_0156,ecommerce,medium,2026-08-01 00:20:34.901473148,267.88,upi,dev_1edc2a7a38,63.162.183.185,0,0,4,3,3,0,,train,0.013409417,0
pay_074e3252c21c4a,cust_008585,mch_0013,utilities,low,2026-08-01 00:21:52.000000000,2124.81,upi,dev_b2229e9373,34.94.68.232,0,0,1,0,0,0,,train,0.01663577,0
pay_2104e43c2d2049,cust_003044,mch_0001,utilities,low,2026-08-01 00:24:50.000000000,105.06,upi,dev_2a1547a5b1,108.157.105.59,0,0,1,0,0,0,,train,0.00037310706,0
pay_2c43bd9aef6149,cust_000818,mch_0156,ecommerce,medium,2026-08-01 00:27:30.622756521,328.13,upi,dev_1edc2a7a38,63.162.183.185,0,0,5,4,4,0,,train,0.04412547,0
pay_6bf3467bb8b646,cust_006761,mch_0192,ecommerce,low,2026-08-01 00:32:31.000000000,487.42,netbanking,dev_2cfbade77d,116.31.63.27,0,0,1,0,0,0,,train,0.0008755023,0
pay_de6904f9c0e44a,cust_003151,mch_0068,gaming,low,2026-08-01 00:33:06.000000000,1171.45,card,dev_e8c98befab,24.161.237.61,0,0,1,0,0,0,,train,0.0012194483,0
pay_dfdd3175fd9d41,cust_006889,mch_0027,saas,low,2026-08-01 00:37:31.000000000,651.92,card,dev_aa5a13c4d3,125.50.242.65,0,0,1,0,0,0,,train,0.0012152386,0
pay_5b0f0f4958544e,cust_004687,mch_0047,utilities,low,2026-08-01 00:38:45.000000000,1038.81,upi,dev_182c096557,71.15.107.134,1,0,1,0,0,0,,train,0.011839004,0
pay_4209424181794a,cust_008792,mch_0179,food_delivery,high,2026-08-01 00:44:36.000000000,553.18,upi,dev_0f36f45e66,77.254.42.34,1,0,1,0,0,0,,train,0.07143342,0
pay_5a50345b1daa47,cust_006218,mch_0003,education,low,2026-08-01 00:46:14.000000000,351.12,card,dev_4f40404b65,158.72.174.176,0,0,1,0,0,0,,train,0.00077304814,0
pay_3812de90869e4c,cust_006742,mch_0071,ecommerce,medium,2026-08-01 00:54:35.000000000,1128.1,upi,dev_22b9f0b91a,214.157.238.59,0,0,1,0,0,0,,train,0.0041099605,0
pay_dcc00c01bd0e4c,cust_008288,mch_0120,utilities,low,2026-08-01 01:02:57.000000000,474.38,upi,dev_cab9097548,89.193.229.8,0,0,1,0,0,0,,train,0.020677766,0
pay_e9153e7c316640,cust_008876,mch_0225,travel,medium,2026-08-01 01:03:59.423613161,876.79,upi,dev_313694d285,55.225.94.200,0,0,1,0,0,0,,train,0.08220553,0
pay_82fb11124ce34b,cust_008876,mch_0225,travel,medium,2026-08-01 01:04:03.638626653,1447.29,upi,dev_313694d285,55.225.94.200,0,0,2,1,1,0,,train,0.33882332,0
pay_3f0b6082a7f444,cust_001604,mch_0013,utilities,low,2026-08-01 01:08:55.000000000,429.92,upi,dev_fe45d18dac,42.48.56.193,0,0,1,0,0,0,,train,0.00044961966,0
pay_5f7c1bacd53e40,cust_001458,mch_0046,saas,medium,2026-08-01 01:12:25.000000000,392.03,card,dev_fd748ad76c,140.0.209.128,0,0,1,0,0,0,,train,0.0043755653,0
pay_9a185854cf7b4f,cust_006329,mch_0245,utilities,low,2026-08-01 01:14:20.000000000,367.34,upi,dev_f97b74cb98,175.107.40.194,0,0,1,0,0,0,,train,0.006011298,0
pay_00af475dad4e4d,cust_001725,mch_0027,saas,low,2026-08-01 01:15:38.000000000,968.85,netbanking,dev_fde21b1871,104.61.48.28,1,1,1,0,0,0,,train,0.21091141,0
pay_7c6e02f464d14c,cust_002399,mch_0102,education,low,2026-08-01 01:16:20.000000000,876.74,card,dev_0957f13219,87.155.134.30,0,0,1,0,0,0,,train,0.010609063,0
pay_6a71bda6025c46,cust_008876,mch_0225,travel,medium,2026-08-01 01:16:41.952927851,1491.39,wallet,dev_313694d285,55.225.94.200,0,0,3,2,2,0,,train,0.6973366,0
pay_157a1f86936b4c,cust_008876,mch_0225,travel,medium,2026-08-01 01:17:12.675743504,1385.01,emi,dev_313694d285,55.225.94.200,0,0,4,3,3,0,,train,0.49286032,0
pay_d4b1a277ec4348,cust_008876,mch_0225,travel,medium,2026-08-01 01:17:31.527093230,1355.06,upi,dev_313694d285,55.225.94.200,0,0,5,4,4,0,,train,0.6465007,0
pay_a4bdd35cdd2749,cust_008544,mch_0170,utilities,medium,2026-08-01 01:17:46.000000000,783.24,upi,dev_a12691abc9,134.229.187.160,1,0,1,0,0,0,,train,0.12133114,0
pay_5196b437b00b41,cust_008876,mch_0225,travel,medium,2026-08-01 01:19:05.303819083,1863.64,upi,dev_313694d285,55.225.94.200,0,0,6,5,5,1,,train,0.9779733,1
pay_6c6c4f8acbc543,cust_008876,mch_0225,travel,medium,2026-08-01 01:26:16.090714034,2318.82,card,dev_313694d285,55.225.94.200,0,0,7,6,6,0,,train,0.6464501,0
pay_833beae595bf4c,cust_001906,mch_0212,gaming,medium,2026-08-01 01:28:10.000000000,1200.81,upi,dev_04ef5e2219,161.220.178.251,0,0,1,0,0,0,,train,0.06964451,0
pay_fabae435d36c42,cust_002082,mch_0159,travel,low,2026-08-01 01:28:32.000000000,71.63,netbanking,dev_3f029b8772,185.150.160.196,0,0,1,0,0,0,,train,0.00083881064,0
pay_19c120446d0845,cust_008876,mch_0225,travel,medium,2026-08-01 01:29:59.410112899,1021.28,card,dev_313694d285,55.225.94.200,0,0,8,7,7,0,,train,0.7872033,0
pay_b8afaf8f5df64f,cust_004101,mch_0110,utilities,medium,2026-08-01 01:33:35.000000000,1022.99,upi,dev_d9a1570586,217.58.89.88,0,0,1,0,0,0,,train,0.07701744,0
pay_76ca800cdb244a,cust_005928,mch_0098,ecommerce,low,2026-08-01 01:41:12.000000000,407.73,card,dev_bd3e7c01be,147.31.100.196,1,1,1,0,0,0,,train,0.03620195,0
pay_2060fbe739eb43,cust_003829,mch_0135,ecommerce,low,2026-08-01 01:49:21.000000000,755.15,card,dev_75ab1ac0fe,63.235.217.22,0,0,1,0,0,0,,train,0.009083698,0
pay_a180b06e9a4847,cust_006030,mch_0119,utilities,low,2026-08-01 01:51:28.000000000,2567.7,upi,dev_9944a4c790,136.64.117.102,1,0,1,0,0,0,,train,0.37601167,0
pay_123ade5adfb14e,cust_002391,mch_0036,education,low,2026-08-01 01:52:25.000000000,1482.1,emi,dev_3b586eb2d4,145.126.207.162,1,0,1,0,0,0,,train,0.22660792,0
pay_8ef5628ad04c46,cust_003138,mch_0198,utilities,low,2026-08-01 01:53:26.000000000,220.65,upi,dev_95ec1b18dd,159.148.245.192,0,0,1,0,0,0,,train,0.00055911957,0
pay_dd1fe75ca8a540,cust_007262,mch_0146,utilities,low,2026-08-01 01:54:09.000000000,385.92,upi,dev_7bb3de17ee,163.201.171.225,1,1,1,0,0,0,,train,0.04572858,0
pay_125921a84f8445,cust_008737,mch_0198,utilities,low,2026-08-01 01:59:55.000000000,106.5,upi,dev_29ea511ee5,215.17.146.234,1,0,1,0,0,0,,train,0.0009997045,0
pay_0590cc19c5b041,cust_001552,mch_0180,saas,low,2026-08-01 02:01:16.000000000,1130.39,wallet,dev_5c05f4528d,131.93.63.14,0,0,1,0,0,0,,train,0.021955196,0
pay_fc5862fcd12a4d,cust_004414,mch_0027,saas,low,2026-08-01 02:08:46.000000000,304.26,upi,dev_30cc5a5f97,167.147.21.252,0,0,1,0,0,0,,train,0.0019485191,0
pay_1b16672e06874f,cust_000779,mch_0142,ecommerce,low,2026-08-01 02:16:35.000000000,209.26,wallet,dev_463c384ac7,29.238.156.171,0,0,1,0,0,0,,train,0.008094921,0
pay_dcccf52e49c34b,cust_004126,mch_0122,saas,low,2026-08-01 02:17:52.000000000,3368.88,upi,dev_01af5d2cc4,59.108.172.8,0,0,1,0,0,0,,train,0.08958869,0
pay_f16f4059b17443,cust_002143,mch_0059,food_delivery,low,2026-08-01 02:20:38.000000000,779.92,card,dev_c0725953b6,126.219.49.72,0,0,1,0,0,0,,train,0.0095037045,0
pay_64680a60560647,cust_001096,mch_0219,education,low,2026-08-01 02:21:14.000000000,480.76,upi,dev_e249c580ba,194.31.40.31,0,0,1,0,0,0,,train,0.031511065,0
pay_eb5b502f9b0644,cust_001081,mch_0066,saas,medium,2026-08-01 02:24:18.000000000,344.8,card,dev_495c74ed54,153.246.214.164,0,0,1,0,0,0,,train,0.0018104289,0
pay_5e4c49af83af4d,cust_004522,mch_0015,food_delivery,low,2026-08-01 02:25:39.000000000,799.29,upi,dev_18ffb94957,111.226.172.3,1,0,1,0,0,0,,train,0.31270555,0
pay_35a9115e6af341,cust_002765,mch_0067,travel,low,2026-08-01 02:28:54.000000000,1013.7,upi,dev_20e358fe42,36.166.35.167,0,0,1,0,0,0,,train,0.066972315,0
pay_310ae294581942,cust_002360,mch_0089,saas,low,2026-08-01 02:30:20.000000000,248.87,card,dev_c5a445151a,94.107.6.199,1,1,1,0,0,0,,train,0.0075302483,0
pay_01e316830b9846,cust_007910,mch_0001,utilities,low,2026-08-01 02:33:19.000000000,172.43,upi,dev_31757efbc5,34.37.119.207,0,0,1,0,0,0,,train,0.005316629,0
pay_b7fdb187a6b84a,cust_002544,mch_0160,ecommerce,low,2026-08-01 02:34:40.000000000,1242.3,wallet,dev_aa86080354,171.0.158.173,0,0,1,0,0,0,,train,0.05419477,0
pay_ea7d9b9dcd7b47,cust_008818,mch_0007,food_delivery,medium,2026-08-01 02:43:15.000000000,321.69,card,dev_98781cafa2,2.196.113.186,1,0,1,0,0,0,,train,0.008171438,0
pay_d82e8b82f52947,cust_005410,mch_0125,travel,low,2026-08-01 02:50:43.000000000,2904.62,card,dev_4b8d438011,72.232.189.103,1,0,1,0,0,0,,train,0.31150633,0
pay_4dda6c9f7b0d44,cust_006403,mch_0050,food_delivery,low,2026-08-01 02:50:44.000000000,1892.4,upi,dev_e2ab4f87ed,119.3.41.125,0,0,1,0,0,0,,train,0.08449446,0
pay_ece8967a24b947,cust_007777,mch_0233,education,low,2026-08-01 02:51:59.000000000,1229.95,netbanking,dev_d6f2789a80,67.250.251.43,0,0,1,0,0,0,,train,0.20938608,0
pay_fef30339b8654f,cust_004328,mch_0198,utilities,low,2026-08-01 03:00:53.919155230,391.19,upi,dev_da778459ea,53.78.85.138,0,0,1,0,0,0,,train,0.0029952456,0
pay_2595fbaab33841,cust_000833,mch_0058,utilities,low,2026-08-01 03:06:04.767969712,508.35,wallet,dev_3b5e45c841,60.54.114.126,0,0,1,0,0,0,,train,0.0053755427,0
pay_d9a7bd4acecb49,cust_004328,mch_0198,utilities,low,2026-08-01 03:08:31.578198442,831.79,upi,dev_da778459ea,53.78.85.138,0,0,2,1,1,0,,train,0.076859005,0
pay_2da82c02671e40,cust_002239,mch_0163,ecommerce,low,2026-08-01 03:08:40.000000000,791.43,upi,dev_a70ecca2ac,180.185.105.59,0,0,1,0,0,0,,train,0.033968117,0
pay_735c8a2f23c545,cust_004328,mch_0198,utilities,low,2026-08-01 03:09:29.173896749,79.1,upi,dev_da778459ea,53.78.85.138,0,0,3,2,2,0,,train,0.0014034744,0
pay_e75aadedd7ed47,cust_000833,mch_0058,utilities,low,2026-08-01 03:09:37.333851212,236.08,wallet,dev_3b5e45c841,60.54.114.126,0,0,2,1,1,0,,train,0.00057667965,0
pay_b2b704dd688043,cust_004328,mch_0198,utilities,low,2026-08-01 03:09:53.070967520,582.48,card,dev_da778459ea,53.78.85.138,0,0,4,3,3,0,,train,0.15213378,0
pay_27b52bde3fe041,cust_004094,mch_0180,saas,low,2026-08-01 03:10:00.000000000,1003.6,wallet,dev_0ba9cd3d9e,209.46.26.19,1,0,1,0,0,0,,train,0.06884221,0
pay_d187259805a64f,cust_002830,mch_0187,ecommerce,low,2026-08-01 03:10:46.000000000,817.55,upi,dev_31c22972c6,122.225.232.106,0,0,1,0,0,0,,train,0.031777754,0
pay_4ad9d1a59f274c,cust_004328,mch_0198,utilities,low,2026-08-01 03:14:27.643848743,754.35,card,dev_da778459ea,53.78.85.138,0,0,5,4,4,0,,train,0.17905563,0
pay_e14649c1d0bd42,cust_007504,mch_0054,travel,high,2026-08-01 03:23:04.000000000,116.66,netbanking,dev_05af38305e,137.192.214.201,0,0,1,0,0,0,,train,0.00036803313,0
pay_e5bc4cc8e07b41,cust_000833,mch_0058,utilities,low,2026-08-01 03:24:31.681719089,768.27,netbanking,dev_3b5e45c841,60.54.114.126,0,0,3,2,2,0,,train,0.14046237,0
pay_575a953b1d8d43,cust_004328,mch_0198,utilities,low,2026-08-01 03:26:43.521306917,901.78,upi,dev_da778459ea,53.78.85.138,0,0,6,5,5,0,,train,0.13851814,0
pay_60ad24189fd940,cust_008548,mch_0090,saas,low,2026-08-01 03:36:12.000000000,2069.01,upi,dev_7ba19de867,182.60.249.71,1,0,1,0,0,0,,train,0.18739048,0
pay_33ad84508d8847,cust_000957,mch_0069,travel,medium,2026-08-01 03:40:23.000000000,866.15,netbanking,dev_e5c46bd4a1,149.12.50.48,0,0,1,0,0,0,,train,0.056359723,0
pay_765685c5281140,cust_004538,mch_0167,ecommerce,medium,2026-08-01 03:40:52.000000000,104.98,upi,dev_411fe8be36,60.140.245.107,0,0,1,0,0,0,,train,0.00039478182,0
pay_ebcfb9d7463f45,cust_006877,mch_0090,saas,low,2026-08-01 03:41:02.000000000,1128.39,wallet,dev_1b58581957,211.141.9.182,0,0,1,0,0,0,,train,0.012929305,0
pay_887d2f7a3c6545,cust_006617,mch_0069,travel,medium,2026-08-01 03:48:12.000000000,665.56,upi,dev_1f89223d16,26.187.187.231,0,0,1,0,0,0,,train,0.059293546,0
pay_955de2ca12284c,cust_008679,mch_0076,ecommerce,low,2026-08-01 03:48:46.000000000,1617.35,upi,dev_119ec01cfa,152.127.160.2,0,0,1,0,0,0,,train,0.04680669,0
pay_974956d04bf54a,cust_003337,mch_0201,saas,medium,2026-08-01 03:49:28.000000000,672.93,upi,dev_d5a6f80841,216.73.178.134,1,0,1,0,0,1,,train,0.9598422,1
pay_d678feea332044,cust_008356,mch_0000,ecommerce,low,2026-08-01 04:01:33.970546988,551.76,upi,dev_d79cd164e1,37.168.155.150,0,0,1,0,0,0,,train,0.0017820963,0
pay_f6746a6e405846,cust_008134,mch_0059,food_delivery,low,2026-08-01 04:02:59.000000000,1221.99,netbanking,dev_4516cc589e,140.57.21.6,0,1,1,0,0,1,,train,0.8981758,0
pay_a1bf3ff8f2db49,cust_002342,mch_0184,food_delivery,low,2026-08-01 04:10:17.000000000,1573.45,upi,dev_a89f7aba67,160.245.174.157,0,0,1,0,0,0,,train,0.08895993,0
pay_226fdf0f638849,cust_000020,mch_0003,education,low,2026-08-01 04:13:23.000000000,125.73,card,dev_82387abc61,46.33.138.127,1,0,1,0,0,0,,train,0.0013101053,0
pay_98cd702261da40,cust_008206,mch_0083,ecommerce,low,2026-08-01 04:14:38.000000000,168.28,upi,dev_828f7fe013,156.204.97.210,0,0,1,0,0,0,,train,0.00047696783,0
pay_84d4cdbeeb9d43,cust_008356,mch_0000,ecommerce,low,2026-08-01 04:18:29.900287977,550.51,card,dev_d79cd164e1,37.168.155.150,0,0,2,1,1,0,,train,0.011375488,0
pay_c0ceae639e8848,cust_007045,mch_0204,education,medium,2026-08-01 04:18:46.000000000,213.93,netbanking,dev_cd0bf15c75,202.226.221.129,0,0,1,0,0,0,,train,0.014878919,0
pay_2eb100f8991640,cust_000401,mch_0213,food_delivery,low,2026-08-01 04:19:28.000000000,175.81,card,dev_8a34b082f3,39.231.83.108,1,0,1,0,0,0,,train,0.00204493,0
pay_14aa0eafa5cc48,cust_008356,mch_0000,ecommerce,low,2026-08-01 04:19:58.373901426,1799.34,upi,dev_d79cd164e1,37.168.155.150,0,0,3,2,2,0,,train,0.6134293,0
pay_c4175d59fb6042,cust_002154,mch_0083,ecommerce,low,2026-08-01 04:21:04.000000000,1078.84,upi,dev_369e3978d5,58.123.2.117,0,0,1,0,0,0,,train,0.03947178,0
pay_680f0b9c9ef34a,cust_006153,mch_0109,gaming,low,2026-08-01 04:27:43.000000000,948.33,emi,dev_bad3ecd1be,85.105.94.181,0,0,1,0,0,0,,train,0.0076483306,0
pay_4a9465519ba443,cust_008356,mch_0000,ecommerce,low,2026-08-01 04:29:26.452190703,1050.25,upi,dev_d79cd164e1,37.168.155.150,0,0,4,3,3,0,,train,0.8237627,0
pay_fd16227bc0f649,cust_003464,mch_0192,ecommerce,low,2026-08-01 04:31:07.000000000,256.35,upi,dev_01efef056d,47.161.179.5,0,0,1,0,0,0,,train,0.0005817486,0
pay_f2299b2a626044,cust_003017,mch_0046,saas,medium,2026-08-01 04:34:57.000000000,1111.92,card,dev_4babd6670f,22.118.58.27,0,0,1,0,0,0,,train,0.010213126,0
pay_d34bc547e97f4b,cust_001556,mch_0141,saas,low,2026-08-01 04:41:31.000000000,70.12,netbanking,dev_6363ad4205,69.232.86.152,0,0,1,0,0,0,,train,0.00015569186,0
pay_8f18b1675bfa46,cust_003822,mch_0010,utilities,low,2026-08-01 04:50:31.000000000,524.81,upi,dev_ae10ab42a8,73.222.193.153,1,0,1,0,0,0,,train,0.0019473669,0
pay_ccacd708769f4e,cust_002835,mch_0140,gaming,medium,2026-08-01 04:52:58.000000000,582.49,upi,dev_82592d8e00,152.198.78.253,0,0,1,0,0,0,,train,0.0043866476,0
pay_70df4b1b5ae149,cust_007555,mch_0094,saas,medium,2026-08-01 04:53:58.000000000,612.27,upi,dev_dc865b673c,167.126.182.216,0,0,1,0,0,0,,train,0.018146295,0
pay_63789305a4634a,cust_007810,mch_0002,saas,medium,2026-08-01 04:54:50.000000000,269.42,upi,dev_81aed114aa,179.215.170.182,0,0,1,0,0,0,,train,0.00050447223,0
pay_4029e72d549a48,cust_006464,mch_0219,education,low,2026-08-01 04:56:46.000000000,878.2,card,dev_689ae5e2d9,11.85.204.169,1,0,1,0,0,0,,train,0.0052993027,0
pay_a2e0ee33d76a46,cust_004051,mch_0240,gaming,low,2026-08-01 04:56:47.000000000,4154.6,wallet,dev_99e436fcc3,39.63.55.192,0,0,1,0,0,0,,train,0.0723895,0
pay_2ee3c2818c3044,cust_002239,mch_0229,utilities,low,2026-08-01 04:57:53.000000000,530.35,card,dev_a70ecca2ac,180.185.105.59,0,0,2,0,0,0,,train,0.00079978287,0
pay_357d2b80cd1b4e,cust_004329,mch_0078,utilities,low,2026-08-01 05:00:50.000000000,339.94,upi,dev_45cb619da3,129.158.89.106,1,0,1,0,0,0,,train,0.0048700143,0
pay_3e5008c65fdd4d,cust_004177,mch_0036,education,low,2026-08-01 05:03:03.000000000,1109.41,upi,dev_52be120dea,106.42.183.117,0,0,1,0,0,0,,train,0.01714945,0
pay_af1a056ad15440,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:03:40.573056561,103.13,upi,dev_2a4182645f,55.72.104.141,0,0,1,0,0,0,,train,0.00089543394,0
pay_7121c6b9158842,cust_003888,mch_0038,gaming,low,2026-08-01 05:03:41.000000000,357.84,upi,dev_4770b1dede,187.35.152.164,0,0,1,0,0,0,,train,0.0017409273,0
pay_ff7b6af3338a4d,cust_007753,mch_0219,education,low,2026-08-01 05:03:48.000000000,326.56,upi,dev_d68e0d9048,20.123.51.178,0,0,1,0,0,0,,train,0.0015784355,0
pay_e67cd836bd4a43,cust_001419,mch_0229,utilities,low,2026-08-01 05:05:04.000000000,777.43,card,dev_613d657ca0,110.97.247.17,0,0,1,0,0,0,,train,0.0014830048,0
pay_4e959d2dc8c443,cust_003379,mch_0087,ecommerce,low,2026-08-01 05:06:03.000000000,417.6,upi,dev_072d6ff8d8,97.112.131.26,0,0,1,0,0,0,,train,0.0018261558,0
pay_7e86401ea99d47,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:06:25.200235709,135.86,wallet,dev_2a4182645f,55.72.104.141,0,0,2,1,1,0,,train,0.0046678646,0
pay_1d1844f0ab5248,cust_008673,mch_0097,utilities,low,2026-08-01 05:07:31.000000000,399.04,upi,dev_5811ea2a59,16.43.4.140,0,0,1,0,0,0,,train,0.0015927062,0
pay_9e8379dd805645,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:07:57.817576613,137.44,card,dev_2a4182645f,55.72.104.141,0,0,3,2,2,0,,train,0.010530338,0
pay_699ba9608cc449,cust_003297,mch_0053,food_delivery,low,2026-08-01 05:10:04.000000000,2079.33,upi,dev_6054e44d47,152.123.155.22,0,0,1,0,0,0,,train,0.03568098,0
pay_813bfd22730a45,cust_006188,mch_0247,travel,low,2026-08-01 05:10:57.000000000,1028.24,netbanking,dev_b92c98b9dc,108.202.214.108,0,0,1,0,0,0,,train,0.009197204,0
pay_369192bd9de145,cust_004306,mch_0174,ecommerce,low,2026-08-01 05:11:01.000000000,2791.46,wallet,dev_8c767fe57d,206.61.214.69,0,0,1,0,0,0,,train,0.057427146,0
pay_cd16239ef6584d,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:11:04.620839587,174.69,card,dev_2a4182645f,55.72.104.141,0,0,4,3,3,0,,train,0.015451834,0
pay_030cd92750064a,cust_007880,mch_0131,utilities,medium,2026-08-01 05:12:16.000000000,384.0,upi,dev_ce2763748d,125.233.194.243,0,0,1,0,0,0,,train,0.00032790177,0
pay_1e8797e2651f4c,cust_006097,mch_0053,food_delivery,low,2026-08-01 05:14:50.000000000,1576.6,card,dev_7244e542bf,24.187.226.214,0,0,1,0,0,0,,train,0.011621162,0
pay_e8e93ce2e2f34c,cust_001445,mch_0175,food_delivery,high,2026-08-01 05:15:41.000000000,129.86,card,dev_7473eff784,38.181.211.245,0,0,1,0,0,0,,train,0.0016224333,0
pay_3700ecf8acab48,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:15:55.559361268,97.89,upi,dev_2a4182645f,55.72.104.141,0,0,5,4,4,0,,train,0.012750806,0
pay_b6271cccb44d4c,cust_000672,mch_0099,travel,medium,2026-08-01 05:16:26.000000000,144.93,upi,dev_4f2b85b44a,68.226.78.156,0,0,1,0,0,0,,train,0.0011775807,0
pay_89b1fa58099e4b,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:19:38.824980297,248.62,emi,dev_2a4182645f,55.72.104.141,0,0,6,5,5,0,,train,0.08575904,0
pay_72d74f47b6bb43,cust_000396,mch_0209,utilities,medium,2026-08-01 05:19:49.000000000,942.15,netbanking,dev_cd5bb84272,164.98.116.30,0,0,1,0,0,0,,train,0.019570285,0
pay_7d26b0cf100648,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:22:51.292832865,380.04,card,dev_2a4182645f,55.72.104.141,0,0,7,6,6,0,,train,0.0127832955,0
pay_3f02e6541ad04b,cust_001403,mch_0002,saas,medium,2026-08-01 05:23:57.000000000,388.13,upi,dev_46b098ae34,42.232.200.123,0,0,1,0,0,0,,train,0.0015863277,0
pay_7c924c6f9c8143,cust_002041,mch_0191,travel,low,2026-08-01 05:24:20.000000000,2873.27,upi,dev_3f80464ef6,16.43.4.140,0,0,1,0,1,0,,train,0.3052042,0
pay_531cd77ff6314e,cust_001863,mch_0211,gaming,low,2026-08-01 05:24:22.000000000,1331.57,upi,dev_2f6082a609,173.39.158.248,0,0,1,0,0,0,,train,0.01079686,0
pay_e31b0a25bc0042,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:24:31.744829105,157.68,card,dev_2a4182645f,55.72.104.141,0,0,8,7,7,0,,train,0.07290533,0
pay_bc4eb4b77df54e,cust_007943,mch_0190,gaming,low,2026-08-01 05:24:36.000000000,274.77,upi,dev_8a4e40560b,11.185.100.199,0,0,1,0,0,0,,train,0.00022166352,0
pay_c49ce83e65e84e,cust_008532,mch_0082,food_delivery,low,2026-08-01 05:25:23.897507724,179.76,netbanking,dev_2a4182645f,55.72.104.141,0,0,9,8,8,0,,train,0.024088485,0
pay_5ff6327c6bfa43,cust_001816,mch_0107,ecommerce,low,2026-08-01 05:26:15.000000000,376.08,card,dev_385ebe23f4,123.230.26.116,1,0,1,0,0,0,,train,0.00089225965,0
pay_e03ea0597ef247,cust_004508,mch_0155,gaming,low,2026-08-01 05:26:19.000000000,782.75,netbanking,dev_c6254a2bb3,184.241.82.135,1,0,1,0,0,0,,train,0.007714087,0
pay_b7f891b5b57c4f,cust_002091,mch_0234,travel,medium,2026-08-01 05:29:08.000000000,383.73,upi,dev_f03efbb0f3,143.68.82.0,0,0,1,0,0,0,,train,0.0013791308,0
